Text,Sentiment_Score,Sentiment_Label
 yup its working. they couldn`t recover anything on it though,0.49441436,neutral
rearry rip. Youd never guess what i ate..,0.49543434,neutral
  Well I was following you because I think your interesting ... and I was right,0.8934088,positive
I`d love too see you were it ,0.84259045,positive
_andersen thank you Eric!  glad u appreciate that!,0.98805094,positive
18 hours to work....*cry* i can`t survive!  // Weeelcome to my wonderland *sing along*,0.60143894,negative
anyone have tickets to the mtv movie awards? some guy scammed me,0.77276206,negative
"Beyonce helps me through the day, I`m starting to get sick",0.4956149,positive
"fine, ill get myself some miso soup down the street",0.6081365,neutral
nothing to do this evening.. MISSING LIFESTORY,0.5420246,negative
awesome i just ruined all my white clothes i never remember to separate,0.9334087,negative
"It`s weird waking up in my own bed. Slightly comforting, but i miss the group. But i`m loving using my own pillow again!",0.8473507,positive
" if I skipped, that could get messy   ROFL",0.59227896,negative
being a computer geek is entertaining.... i think.,0.84633493,positive
  I miss you,0.51162285,neutral
 that`s a good sentence,0.9014916,positive
 D: But it is making people unhappy and I dun like unhappiness,0.9265122,negative
Oh god! I had to look at 'How to use Twitter'.. how hopeless is that?!,0.9017527,negative
studying for this **** econ test,0.5351277,neutral
 no problem! i think it`s a great thing to reflect on.,0.96369106,positive
 yeah...I hope it turns out... 20 more minutes!,0.8678287,positive
 I will have to see the unveiling of your new LR arrangement!  Is there an official event planned,0.52440864,positive
iamkiara__  im so sick  I fell over last night outside coz I was putting something in the bin,0.95727,negative
 I hear you. I can`t think of a layout either.  lol I`ve been trying for i dont know how long.,0.56445396,negative
Yay got the Internet on my itouch working,0.8677457,positive
" Nice! Elise rolled out  Thas wassup! Have fun, ladies!",0.9851887,positive
 have a safe ride up the coast. Don`t be going 90 even though you can.  when its windy just smile cuz u know u have it better.,0.80377823,positive
Sleep....take two....this better work!,0.5885011,positive
"have to wear my glasses today, cos my right eye is swollen and i don`t know why",0.8292978,negative
I lafff the rain,0.54435956,neutral
I love my boy  he makes me so happy... and looks his sexiest in plain black boxers =p,0.9921072,positive
 grrrrrrrrrrrrrr ive barely read any of it,0.831379,negative
http://tinyurl.com/ateltl <-- Rocksteady pt II,0.8844387,neutral
 WOOHOOO very cool see I knew u would get to see her,0.9890843,positive
the  2009 convention ( http://tr.im/mLvw ) doesn`t look that great this year  - going to vegas then sounds much more fun,0.53325534,negative
"  Yes,... I blame you all",0.7648521,negative
And this picture of her with Zack from Saved By The Bell  http://twitpic.com/669lg,0.90900695,neutral
"He can`t fix it.   I guess I`ll write until I get too bored then watch tv. Man, this is lame.",0.87798184,negative
wishes happy mothers` day to all moms out there.,0.98048705,positive
": Potter, are also in that category! Hehe. <3 I love you too!!! So much",0.9890617,positive
 did you google it too? or maybe you actually knew the answer lol ps put uo the pics already from last night  im getting anxious,0.5323218,neutral
" SUPER EXCITED. JUST BOUGHT MY TIX TO SEE HEY MONDAY ON 6/20. AGAIN.  ~SVETLANA J. DENVER,CO",0.9867307,positive
 woop right am off to 'try' to get 2 sleep haha its 2 hot  have a good nightt x,0.95368,positive
_Guy Me neither  But itÃ¯Â¿Â½s getting better,0.68638605,positive
 try #fireflight first... female fronted metal is awesome..  ..  Unbreakable album would be a good start!,0.9744767,positive
Hows that possible? No rain forecast for Pinkpop? And I have no ticket,0.6324457,negative
 I`m not sure about this tweet business  Why are the simple things so difficult?,0.78309214,negative
" june 15, 1995, chino hills, CA. The 1 day it rained n june in SoCal...we had an outside grad; had 2 move it 2 the gym",0.81377965,neutral
With  walking the streets of Harlem. Home sweet home,0.5761496,positive
Rod stewart`s new song,0.7614996,neutral
 JUST like to clarify that I am a unable to acc. review vibrators as have not testrun any. *not an invitaiton for freebies,0.61865395,negative
Momma martini went food shopping without me!!!!,0.5955532,neutral
"  Where I live, all the small markets deliver their day-old bread to the food bank, but times are really tough, even for me",0.73296547,negative
Good Morning. It`s Friday and the start of my work week  But... Lakers are going to take the 4th W tonight. Woohoo GO LAKERS!!!!,0.978318,positive
"really tired. and have to work the whole day tomorrow, the thought of it depresses me.  uncoooool....",0.9494991,negative
 Once James Cameron touches something and revolutionizes it... someone else comes along and **** it up,0.63889325,negative
 I KNO!!! im so sad! evry1 is leavin its horrible! im supposed to b happy for summer but i cant ima miss evry1!,0.9358771,negative
nachos and the tudors? i think so,0.54010284,neutral
 Good morning Dan! It`s my Bday and I plan on getting some exercise too today!!  Love ya!! See you in NYC!!!,0.9910194,positive
Just found out a friend and his son fell down a 25ft shaft onto concrete today. They are alive at least. Don`t know much else.,0.68411785,neutral
is tired and sad,0.87269264,negative
They`re gone.,0.6658333,neutral
  What`s all your fault?,0.6378664,negative
 http://twitpic.com/67swx - i wish i was calling you but i can`t from Malta,0.59926707,negative
Have hardly worked out in the last two weeks but am losing weight.  Fear I`m losing muscle!!  Just made doc. appt. for injured foot,0.5096734,neutral
 will u say shoutout to NIKKI!!! please   (Soulja Boy Tell `Em LIVE live > http://ustre.am/2UhS),0.56702125,positive
 I hide my berry like a slave REGULARLY only today I was caught by massa   & im def not light enough to be a juice pouring slave,0.75918114,negative
"Won a diamond for my compÃ¯Â¿Â½tition  , yaayy tomorow its the DIAMOND DANCE OFF !! Were the best  .. Still in montrÃ¯Â¿Â½al !!",0.970633,positive
"Sitting here, waiting to go to the gym.....almost left, then realized I never charged my iPod from my trip to Wisconsin....it`s dead",0.7722649,negative
 Fighter - Christina Aguilera. LOVE that song,0.9789491,positive
warmed up nicely outside.  sucks being stuck inside coding,0.5366119,negative
"http://twitpic.com/4wu0a - Sunny day at vivocity, yupz just showered.. Runs into airconditioned mall..",0.57439303,positive
 I know it`s against the law... I am a rebel in small things.,0.6622288,negative
" Thanks to TweetStats, I confirmed what I long suspected: Twitter is keeping me up way too late!  ht.. http://twurl.nl/oaerf4",0.45806468,negative
 BabyLove em homenagem ao Baby D,0.65336794,neutral
won`t be going to the Oxford Internet Institute Sunner Doctoral Programme in Brisbane: lack of funding,0.81067085,negative
I don`t saw the movie,0.5270858,neutral
 all ur pic it`s so nice  look so cute..oh!!,0.98916596,positive
"watching a film, recovering from my operation",0.7542308,neutral
My day on the computer is about to end. Dang. I hate not being allowed on the computer.,0.97759116,negative
i`m going to kill myself T_T . i wasted hundreds of download and realised i got the wrong one,0.9542962,negative
"Guys, follow  for the RX Twitterwar!!!! DD GO GINOOOO!!!",0.84460884,positive
"School is going to be absolutely horrible today. Peace out, `09",0.94878995,negative
 http://twitpic.com/4wh5x - LUCKY! I`m so jealous even though I don`t like her that much,0.78569883,negative
 sadface,0.69738173,negative
I get the feeling  is going to make me wait until I get home to tell me I`m denied vittles from BWW.,0.67509246,negative
_hand Oops! I completely forgot!,0.49791464,negative
" No problem. At least look on the floor. We won`t see the banana skin in our brains ... I step on it once, almost got killed",0.6774896,negative
dam i missed hollyoaks 2nite!,0.5291427,negative
 there`s relisting fees when you don`t complete a sale?  that sucks!,0.95126307,negative
   _coach   IMHO this soft is the best to keep the chaos straight   http://bit.ly/yuFil,0.65558547,positive
 I was being childish lol cos one of them said that pic of Jake in Down to earth made them vomit,0.5665397,negative
 err i think they`re like 15 bucks a ticket cause its 3D too. too expensive,0.7103299,negative
" Aww Stanley, have you still got him, they can live for like 20 years right?  x",0.72856265,neutral
 http://twitpic.com/4u5h8 - leon looks supa` fly on that mini couch,0.59599674,neutral
_carter Hey Brian Littrell is there!! He doesnt really like this kinda pages rigth?  kisses! I loev you guys!,0.3850495,neutral
" did you go to uga? If so, I liked you better before I knew! Ha!",0.87226206,positive
is having trouble breathing through the pain..and now i have a **** fever...   (^~^)<^>,0.9224591,negative
I`m feel deflated. Ugh. No more dog.,0.94367516,negative
"_grant  Hey Donna, lovely to see you on Twitter.",0.95862895,positive
  read something happy?,0.65718186,positive
Good morning from RSA Twitterverse!! Please send me some happy vibes & cheerfulness today I`m feeling a little sad,0.9448977,positive
CloneCloud: actually it`s distant processor provisioning  like the idea http://bit.ly/b9v90,0.55239195,neutral
Well that is nice.  Loving the new Friends organiser too.,0.99027985,positive
 It is a recession,0.61865634,negative
 I REEEALLY wish I could be there  haven`t been n a while.what`s goin on down there lately?,0.4970895,neutral
 Can I also have a swirly flat white?,0.842745,neutral
I should have posted this for the world Pinhole day   I Love this picture. http://twitpic.com/4jb4d,0.98097664,positive
 oh poor you  atleast get paid for staying back or?,0.53540665,neutral
 Ghunghte Mein Chanda Hai Phir Bhi Hai Phela Chaaron Aur Ujala i love that songggggg ps  i got lost in morrisons,0.9574152,positive
 you look sooooo pretty love. dang I wish I was in NY so I could c u do ur thang,0.9705312,positive
" lmao, yep",0.51850164,neutral
Aaaaaaaa!! I hate **** winshit!!,0.9714575,negative
Ugh i hate not having my car!! i miss you my little ford focus!!!,0.96152914,negative
"To every mom, mommy and mother, Happy Mother`s Day   Hope you all do something special and fun today.",0.98985916,positive
I have to go to work.,0.51201963,negative
is soo in love with beyonce`s song 'smash into you',0.9796521,positive
Did it!!  back in pakistan! - http://bkite.com/07kBP,0.9108324,positive
 me too  what are you doing?,0.8212832,neutral
Huge headache...goodnight!!,0.69065475,negative
 that sucks,0.95468664,negative
 that`s what she said?,0.8103052,neutral
"Had a good time out , now I must sleep lol. Gym & dance rehearsals in like 5 hours,",0.902684,positive
the trip was really great. but i cant belive summers here,0.9490796,positive
 - halla!!! doing ok- got a cold but trying to ignore it  how about you?,0.59709644,positive
tweeting from ally court for the last time.... its a sad sad moment,0.90400267,negative
_iddon blerrrrrrrrrrgh. im too hot and all sticky,0.47477245,negative
having my dinner. eating bangus.  it`s a fish.,0.77068067,neutral
i feel very ill. i think im dehydrated,0.9607389,negative
Biology final today. Then home to prepare for psychology.,0.89041543,neutral
I think Steph will enjoy her first Mother`s Day tomorrow.,0.9719767,positive
Just got home from school. Doing assignments.,0.81721425,neutral
"over LT training today, ehhh hard to tall how hard it was. But now I feels good. Sunday race day again... Its raining now so lost of mud",0.6235392,positive
whos going to see reemer on wednesdayy  me and kirsty are going (A) im well exited !!!,0.96135503,positive
 I miss having u as a roommate,0.463114,neutral
 jersey weather - and good on you for the charity drive!,0.976305,positive
